Wall time,Step,Value
1660416216.3609538,0,0.2728605270385742
1660416225.5435338,3,0.23671728372573853
1660416228.6063092,4,0.20716923475265503
1660416246.709165,10,0.14955559372901917
1660416249.810356,11,0.18446870148181915
1660416259.0288303,14,0.13427408039569855
1660416261.936648,15,0.13146501779556274
1660416271.1660602,18,0.14473775029182434
1660416274.1547155,19,0.1351049691438675
1660416277.352846,20,0.13151021301746368
1660416283.274363,22,0.17422711849212646
1660416286.1523237,23,0.1688503921031952
1660416295.4155684,26,0.13803347945213318
1660416298.4284585,27,0.12894201278686523
1660416316.8465004,33,0.1292998343706131
1660416326.259288,36,0.12771683931350708
1660416329.4580872,37,0.12884223461151123
1660416332.3977613,38,0.12946940958499908
1660416335.6906598,39,0.12740987539291382
1660416338.6762974,40,0.12614935636520386
1660416362.2375207,47,0.12361375987529755
1660416365.4708104,48,0.126739501953125
1660416369.0606716,49,0.1242332011461258
1660416375.890871,51,0.12835177779197693
1660416379.1211748,52,0.12446102499961853
1660416385.7116196,54,0.12264761328697205
1660416395.4637227,57,0.12271475791931152
1660416405.5806475,60,0.1217389851808548
1660416408.871764,61,0.12716391682624817
1660416412.3020892,62,0.12329690158367157
1660416415.5547736,63,0.12606583535671234
1660416421.7148907,65,0.12331090122461319
1660416424.918329,66,0.12267033755779266
1660416430.653418,67,0.12235824763774872
1660416434.8980792,68,0.12496913224458694
1660416441.212892,70,0.12641139328479767
1660416444.3724246,71,0.12664632499217987
1660416463.7856424,77,0.12135696411132812
1660416470.3896432,79,0.12496738135814667
1660416473.8730285,80,0.1211816668510437
1660416480.3850176,82,0.12391309440135956
1660416490.4586277,85,0.12431022524833679
1660416503.9155536,89,0.12049264460802078
1660416507.2677088,90,0.12280867993831635
1660416523.9853277,95,0.12085209041833878
1660416537.369273,99,0.11990708112716675
1660416540.7711585,100,0.1220388412475586
1660416550.7811031,103,0.11982931941747665
1660416560.9947257,106,0.12562036514282227
1660416564.5204346,107,0.11878480017185211
1660416571.20272,109,0.1200932115316391
1660416588.5637715,114,0.12103739380836487
1660416594.9387546,116,0.11754867434501648
1660416612.3851316,121,0.12301209568977356
1660416628.1401842,125,0.1193554550409317
1660416631.4865532,126,0.12563377618789673
1660416768.4432619,128,0.12123381346464157
1660416774.7893558,130,0.11906619369983673
1660416778.0153968,131,0.12099778652191162
1660416781.02623,132,0.1236087828874588
1660416793.3863723,136,0.12054063379764557
1660416796.534017,137,0.12114246189594269
1660416814.5064318,143,0.12128829956054688
1660416817.843044,144,0.11976386606693268
1660416824.203816,146,0.12044792622327805
1660416827.2368882,147,0.12097850441932678
1660416837.0425391,150,0.11714695394039154
1660416858.8167562,157,0.11629835516214371
1660416864.5911348,159,0.11541444063186646
1660416867.7721584,160,0.12270025908946991
1660416873.4984033,162,0.11791324615478516
1660416879.342254,164,0.11979535222053528
1660416905.9406867,170,0.1197342798113823
1660416912.63502,171,0.11859732121229172
1660416915.750197,172,0.12061095982789993
1660416925.899973,175,0.1202353909611702
1660416929.2726777,176,0.12014015763998032
1660416932.6969519,177,0.11694684624671936
1660416936.1680884,178,0.11725416779518127
1660416942.8578105,180,0.11891510337591171
1660416946.4155343,181,0.12196244299411774
1660416956.6417809,184,0.11642203480005264
1660416959.9041455,185,0.11876159906387329
1660416962.7917345,186,0.1232689768075943
1660416972.0321505,189,0.11895991861820221
1660416974.9443147,190,0.11942373216152191
1660416978.3149273,191,0.11791785061359406
1660416981.2715473,192,0.11978282779455185
1660416993.9127095,195,0.11706766486167908
1660417007.7097023,199,0.11930689960718155
1660417011.0358157,200,0.1239279955625534
1660417017.417756,202,0.11631458252668381
1660417020.6199012,203,0.11894965171813965
1660417023.8561285,204,0.11863716691732407
1660417027.1593153,205,0.12168478965759277
1660417033.7285812,207,0.12008146941661835
1660417040.2919035,209,0.12023264914751053
1660417046.963107,211,0.11841973662376404
1660417053.6962512,213,0.11422346532344818
