Wall time,Step,Value
1666074750.2775862,127,0.2376064956188202
1666075602.1149461,255,0.23554979264736176
1666076491.006219,383,0.23466849327087402
1666077416.547582,511,0.23348471522331238
1666078347.1626709,639,0.23310256004333496
1666079235.1039884,767,0.23215129971504211
1666080110.528285,895,0.23151931166648865
1666081039.2191854,1023,0.23082907497882843
1666081972.7828345,1151,0.2295854091644287
1666082907.2604284,1279,0.22883209586143494
1666083790.096504,1407,0.2279026210308075
1666084697.2325459,1535,0.22666922211647034
1666085627.2435348,1663,0.22534498572349548
1666086585.2888005,1791,0.2244672179222107
1666087486.303872,1919,0.22410598397254944
1666088323.5238788,2047,0.22255723178386688
