Wall time,Step,Value
1690607766.0202265,0,0.48756107687950134
1690607788.530276,3,0.48793116211891174
1690607795.9177952,4,0.4733899235725403
1690607839.6340106,10,0.45536404848098755
1690607846.9875197,11,0.4767177104949951
1690607869.0833752,14,0.4349762201309204
1690607876.2912064,15,0.4387633204460144
1690607898.2211862,18,0.4379080832004547
1690607905.4382446,19,0.44334104657173157
1690607912.9786031,20,0.4465426802635193
1690607927.522711,22,0.4725397825241089
1690607934.978572,23,0.447510302066803
1690607957.1947694,26,0.43110910058021545
1690607964.6860518,27,0.4342775344848633
1690608008.9481485,33,0.44172272086143494
1690608030.5860012,36,0.4622204899787903
1690608038.3088949,37,0.41788536310195923
1690608045.4377992,38,0.4198027551174164
1690608052.7502184,39,0.4368739128112793
1690608061.2538424,40,0.4375181794166565
1690608117.456679,47,0.46769407391548157
1690608125.3058786,48,0.45266202092170715
1690608132.970963,49,0.4170166254043579
1690608148.9286423,51,0.45280399918556213
1690608157.3553302,52,0.43809497356414795
1690608174.889723,54,0.4231005907058716
1690608198.1390452,57,0.43277838826179504
1690608221.2516642,60,0.41638025641441345
1690608228.6158397,61,0.44266024231910706
1690608238.263405,62,0.4389690160751343
1690608248.1123264,63,0.4600036144256592
1690608267.1508472,65,0.4230264127254486
1690608275.8461823,66,0.41904646158218384
1690608284.1230576,67,0.4640369713306427
1690608292.0215752,68,0.419688880443573
1690608307.6281183,70,0.4464646279811859
1690608315.1151812,71,0.4378384053707123
1690608362.784251,77,0.4574122726917267
1690608380.5544355,79,0.4284144937992096
1690608389.0405993,80,0.44165822863578796
1690608405.7430685,82,0.4210064709186554
1690608427.8993046,85,0.42377445101737976
1690608459.4647694,89,0.4480757415294647
1690608467.2248056,90,0.45337387919425964
1690608505.9507556,95,0.4318993091583252
1690608536.4610624,99,0.4393555819988251
1690608543.5164642,100,0.4392601251602173
1690608565.6169803,103,0.44947659969329834
1690608589.3097475,106,0.4492233395576477
1690608597.418764,107,0.446010947227478
1690608613.0292916,109,0.4128178358078003
1690608651.1078756,114,0.43663230538368225
1690608665.4529471,116,0.41160136461257935
1690608705.036407,121,0.4513304829597473
1690608733.5608006,125,0.4354877471923828
1690608740.2893813,126,0.43648457527160645
1690609248.3555312,128,0.45005008578300476
1690609273.1217825,130,0.44506531953811646
1690609283.4766946,131,0.4431092143058777
1690609294.0826597,132,0.42907336354255676
1690609336.0774233,136,0.4161452651023865
1690609346.2967906,137,0.4400177001953125
1690609408.6260624,143,0.41879209876060486
1690609418.771383,144,0.44203341007232666
1690609441.1923254,146,0.4469958245754242
1690609452.0456803,147,0.44566380977630615
1690609482.4097104,150,0.430591881275177
1690609556.4134824,157,0.449319064617157
1690609578.0226288,159,0.440570592880249
1690609587.9212794,160,0.43418222665786743
1690609607.8448994,162,0.43849992752075195
1690609627.409854,164,0.42417004704475403
