Wall time,Step,Value
1666043571.778416,0,0.0571594163775444
1666043590.5951967,3,0.055568475276231766
1666043596.7686691,4,0.04819469898939133
1666043634.5289147,10,0.053037792444229126
1666043641.0260825,11,0.043818384408950806
1666043661.3554826,14,0.052659183740615845
1666043667.7426212,15,0.04350092634558678
1666043686.9368997,18,0.05186571553349495
1666043693.4695127,19,0.05533592775464058
1666043699.8433585,20,0.05404072627425194
1666043712.236833,22,0.04799996316432953
1666043718.418085,23,0.05121058225631714
1666043737.4273202,26,0.045693494379520416
1666043744.003488,27,0.058042898774147034
1666043783.2308033,33,0.05404932051897049
1666043802.4398367,36,0.0466226264834404
1666043808.9208136,37,0.05634309723973274
1666043815.35268,38,0.04541398584842682
1666043821.7010307,39,0.045281220227479935
1666043828.0642738,40,0.052038803696632385
1666043873.3970547,47,0.04995808005332947
1666043879.654732,48,0.041245218366384506
1666043885.8711395,49,0.050642214715480804
1666043898.4355357,51,0.057831667363643646
1666043904.7753139,52,0.04239053651690483
1666043917.3855798,54,0.05079998821020126
1666043940.075226,57,0.053687550127506256
1666043958.5235467,60,0.044527001678943634
1666043964.728954,61,0.050857577472925186
1666043970.9606225,62,0.053219642490148544
1666043977.1208634,63,0.05041583627462387
1666043989.6096075,65,0.05170595645904541
1666043995.7872834,66,0.04543213173747063
1666044002.0331216,67,0.04530974105000496
1666044008.315598,68,0.05192643404006958
1666044020.731233,70,0.050887949764728546
1666044026.982739,71,0.043967366218566895
1666044064.6272194,77,0.04406990483403206
1666044077.2748435,79,0.05220400542020798
1666044083.5463212,80,0.057517778128385544
1666044095.9660747,82,0.04606346786022186
1666044114.7014334,85,0.045255325734615326
1666044139.7303994,89,0.04793412983417511
1666044146.0374637,90,0.04872022569179535
1666044177.4686801,95,0.04491854086518288
1666044249.805588,99,0.04877617210149765
1666044256.207322,100,0.047615859657526016
1666044275.3180237,103,0.047589004039764404
1666044294.3310733,106,0.052246104925870895
1666044300.641527,107,0.057461921125650406
1666044313.3728056,109,0.04558046534657478
1666044345.4070508,114,0.047584086656570435
1666044358.117677,116,0.04844721779227257
1666044389.3292305,121,0.051485463976860046
1666044414.4275997,125,0.04773537069559097
1666044420.7084374,126,0.051412783563137054
1666044488.7285023,128,0.053436849266290665
1666044501.44595,130,0.047615401446819305
1666044507.9064138,131,0.05672409012913704
1666044516.150769,132,0.04552189260721207
