Wall time,Step,Value
1666028574.218634,0,0.24729211628437042
1666028592.8402486,3,0.24780188500881195
1666028599.1022184,4,0.2505233883857727
1666028636.972133,10,0.2451878935098648
1666028643.315749,11,0.2435474693775177
1666028662.1446128,14,0.25130802392959595
1666028668.2852952,15,0.24978679418563843
1666028687.2537615,18,0.25301578640937805
1666028693.5454493,19,0.24827592074871063
1666028699.71395,20,0.25113606452941895
1666028712.3839438,22,0.25141942501068115
1666028718.9906664,23,0.25233426690101624
1666028738.6904914,26,0.23838064074516296
1666028745.8935332,27,0.24698343873023987
1666028783.5388112,33,0.2499014288187027
1666028802.378416,36,0.24440160393714905
1666028808.6444783,37,0.25244757533073425
1666028814.9155884,38,0.24749864637851715
1666028821.1651282,39,0.26373377442359924
1666028827.2683072,40,0.2654101252555847
1666028871.1262395,47,0.2480962723493576
1666028877.5094085,48,0.24966269731521606
1666028883.6919062,49,0.2560321092605591
1666028896.3778498,51,0.25060564279556274
1666028902.5936759,52,0.2544303834438324
1666028915.6060877,54,0.2428588569164276
1666028934.8092892,57,0.2520933747291565
1666028953.6663647,60,0.2559542953968048
1666028959.7989724,61,0.23569080233573914
1666028966.1109383,62,0.2476528286933899
1666028972.3256614,63,0.25726965069770813
1666028984.712082,65,0.243935689330101
1666028990.9763331,66,0.24918173253536224
1666028997.3022366,67,0.2507101893424988
1666029003.5818102,68,0.2520085871219635
1666029022.9515412,70,0.25089868903160095
1666029029.404697,71,0.24328777194023132
1666029068.3017378,77,0.24186287820339203
1666029081.024867,79,0.25353768467903137
1666029087.5957131,80,0.2547842264175415
1666029100.2310205,82,0.2474556714296341
1666029119.076022,85,0.2457548975944519
1666029145.0822318,89,0.25573915243148804
1666029151.1907287,90,0.2617496848106384
1666029182.489027,95,0.2560987174510956
1666029207.4612606,99,0.23897874355316162
1666029213.6765294,100,0.2501221001148224
1666029232.3401906,103,0.24947817623615265
1666029251.4933672,106,0.24807244539260864
1666029257.6126957,107,0.2334010750055313
1666029270.309191,109,0.2482219636440277
1666029301.4455914,114,0.252377450466156
1666029314.3718886,116,0.2413339763879776
1666029346.6017437,121,0.23882931470870972
1666029375.04847,125,0.23749569058418274
1666029381.3125734,126,0.24368102848529816
1666029509.182067,128,0.25385305285453796
1666029532.2391217,130,0.25495919585227966
1666029538.4386854,131,0.24793453514575958
1666029544.7546217,132,0.2539651691913605
1666029572.402307,136,0.2533535361289978
1666029578.750177,137,0.24526192247867584
1666029616.3986466,143,0.2589697241783142
1666029622.443041,144,0.24622231721878052
1666029635.3538806,146,0.2515343427658081
1666029642.3157635,147,0.23859184980392456
1666029696.1814873,150,0.23501618206501007
1666029756.716374,157,0.25962308049201965
1666029769.0838978,159,0.2554422914981842
1666029775.389912,160,0.2628929018974304
1666029787.9617019,162,0.24891868233680725
1666029800.5799806,164,0.2353617250919342
1666029838.7165234,170,0.24491646885871887
1666029845.0559888,171,0.24990342557430267
1666029851.3669422,172,0.2465335875749588
1666029871.1970892,175,0.24183599650859833
1666029877.4819038,176,0.2453799694776535
1666029883.655048,177,0.23973196744918823
1666029889.810966,178,0.2379717379808426
1666029902.812736,180,0.2655066251754761
1666029908.9093463,181,0.240369975566864
1666029928.4606333,184,0.24393920600414276
1666029934.6557672,185,0.23887254297733307
1666029940.8732502,186,0.23802238702774048
1666029959.7601597,189,0.25024789571762085
1666029966.1274066,190,0.2481555938720703
1666029972.519574,191,0.24404290318489075
1666029978.572094,192,0.2569057047367096
1666029998.1565266,195,0.2580982446670532
1666030023.0202076,199,0.23667499423027039
1666030029.3513465,200,0.25379979610443115
1666030042.0296743,202,0.2558140158653259
1666030048.2486534,203,0.23414337635040283
1666030054.490956,204,0.252377986907959
1666030060.6900194,205,0.2568708658218384
1666030073.9557295,207,0.2561209797859192
1666030086.451705,209,0.24999454617500305
1666030099.1127975,211,0.2523999810218811
1666030111.7337282,213,0.2495836615562439
1666030124.3657763,215,0.24937182664871216
1666030130.6931624,216,0.24783480167388916
1666030143.252822,218,0.24595223367214203
1666030149.5866003,219,0.2560819983482361
1666030155.689002,220,0.25577282905578613
1666030161.970879,221,0.24212953448295593
1666030168.208215,222,0.24998798966407776
1666030180.6902738,224,0.25241291522979736
1666030186.9392858,225,0.24797186255455017
1666030211.8097043,229,0.25711700320243835
1666030249.5570874,235,0.24820242822170258
1666030262.7215862,237,0.2449391782283783
1666030268.9725375,238,0.24239686131477356
1666030275.2411969,239,0.25480175018310547
1666030287.7300417,241,0.2503933906555176
1666030293.908241,242,0.24263188242912292
1666030306.277062,244,0.24581919610500336
1666030312.502641,245,0.25531983375549316
1666030318.8172975,246,0.24416688084602356
1666030325.0777686,247,0.24435339868068695
1666030356.3948395,252,0.24751350283622742
1666030362.5232549,253,0.24482303857803345
1666030369.308402,254,0.25009697675704956
1666030446.8922846,257,0.2562972605228424
1666030453.145282,258,0.25006943941116333
1666030460.5018768,259,0.24102652072906494
1666030466.5721295,260,0.23942753672599792
1666030479.2071526,262,0.25242263078689575
1666030529.2093046,270,0.23758544027805328
1666030535.2406812,271,0.24809159338474274
1666030553.0205662,274,0.2588503360748291
1666030602.9576445,276,0.24852921068668365
1666030615.6886673,278,0.23444794118404388
1666030627.8288758,280,0.25864219665527344
1666030640.4336932,282,0.261886328458786
1666030646.6390858,283,0.2511737048625946
1666030658.9123707,285,0.26740553975105286
1666030671.5744154,287,0.24168407917022705
1666030677.8649974,288,0.2501158118247986
1666030690.4961362,290,0.23771734535694122
1666030724.022363,295,0.24053846299648285
1666030730.362657,296,0.25727665424346924
1666030736.5036602,297,0.25794869661331177
1666030742.6787107,298,0.24838754534721375
1666030792.2718928,306,0.24492955207824707
1666030804.6777067,308,0.25233590602874756
1666030810.701299,309,0.25048062205314636
1666030829.1403995,312,0.24976341426372528
1666030835.2813923,313,0.24879375100135803
1666030853.6559756,316,0.2337285578250885
1666030866.009181,318,0.23972421884536743
1666030872.1350968,319,0.24168141186237335
1666030890.9490175,322,0.2435273677110672
